,0,1
3031,38.307858004789495,-122.4707081074844
3039,37.30359990658818,-120.93521262682418
3045,34.10298220618887,-116.39913070669134
3046,33.245651487021114,-116.67063654975104
3068,40.08203347112799,-121.15382361016088
3071,33.558168870561275,-117.67226987269184
3078,39.75685337152951,-120.54294262661033
3087,40.51914754564283,-123.33647199781916
3106,40.09956077838402,-120.85168128781515
3110,38.46460760081316,-121.137025213415
3128,38.76456291205317,-120.3518967440584
3138,34.26251971258808,-117.14845318139216
3151,33.89622197656708,-116.92165871495372
3159,41.5474212642493,-120.24672485029002
3177,40.780537387517,-121.9757404358978
3195,33.116307867189164,-116.5129810743358
3213,37.51444941997575,-120.31650452066926
3215,34.12141493569934,-116.22954566532036
3228,33.03728555088281,-115.58647454741286
3237,38.45731355381311,-122.36443666632226
3294,40.57521560260572,-123.17517195133702
3301,38.981323770034095,-121.65291854680112
3318,34.058381850867256,-117.33424555351728
3328,36.72618901420338,-119.24155477860688
3336,32.73532463990945,-117.23590332753122
3350,41.02870897800826,-121.65621663175286
3359,34.216399087879324,-119.01194349151928
3364,37.8688305686539,-122.46982096540502
3383,38.714392234666725,-121.59317245553471
3387,41.904775324017386,-120.33335543047885
3410,35.67299277824133,-120.24286995792518
3420,35.36591478289053,-119.37677235879222
3438,33.152070491630525,-116.176544917999
3452,33.71547524923337,-116.17743994001508
3489,33.927478815906,-118.3687663092628
3516,40.26932445781963,-123.32202137944684
3547,40.14000145031908,-122.22138770061396
3550,34.85375223680841,-114.62498045761596
3593,40.00792640252581,-121.23360528709834
3617,33.25713846335258,-117.15735249348748
3626,32.660979578462815,-116.22718992777456
3647,34.059150789054065,-118.451473497594
3650,35.20864897655346,-118.97468055739634
3671,38.47907982590927,-121.40107063635516
3685,37.78491949843156,-118.54656193264522
3727,37.48766525299538,-122.14091803076504
3757,33.98162278116962,-118.25373303111552
3781,39.119356499393184,-122.26397839817304
3792,36.877489522938816,-119.76029633089436
3793,41.4401059162705,-120.49700391375868
3830,40.36620523898237,-120.57079527794215
3847,35.33785447547666,-117.61937729449484
3887,35.1753413500228,-117.97682467344092
3891,39.05273924268445,-122.48978290548496
3908,33.74923593303706,-116.99290290617274
3931,36.27877926206013,-118.96531280422602
3938,35.24405005130413,-119.59184352045014
3948,37.38959220365153,-120.82386305526092
3954,34.98971462302495,-119.4813579429714
3960,36.4390534034176,-121.6346738795487
3973,39.816821016418565,-120.3292601799722
3978,35.09736745391079,-120.61748204402528
4005,35.67235872254452,-118.3485220527358
4040,36.54213631617888,-121.5126344826506
4047,37.96272407134077,-121.97542839911438
4053,36.69062941556975,-121.68929909074478
4122,34.76864672949067,-115.47165302986012
4124,38.95461383118977,-121.96110021817736
4126,39.32490414832504,-120.80119023791652
4153,34.15607192843534,-117.9544272516174
4164,40.147669685914686,-123.62952343181053
4177,38.88597543009087,-121.54338575097688
4190,38.52613479120012,-123.07806629338688
4195,41.778203076545566,-124.20686981600753
4199,39.79690679604116,-122.08277493228977
4219,33.55079263238998,-117.17123681991866
4264,38.43533726993986,-123.120430981734
4297,36.71312086093834,-120.02149783501989
4299,37.31845523272039,-121.0446708382526
4301,37.01022745489804,-119.90974916003732
4309,41.71149219868726,-122.41246916250294
4369,36.11668659485199,-119.23229384376124
4394,37.35467664432126,-119.54765566134448
4405,38.04940684741507,-120.79069589376248
4412,34.06901830688705,-118.99215394520748
4422,37.01331969712594,-120.54124861511858
4435,38.64934753639053,-121.94931943938435
4436,36.215805281110015,-119.70859225225472
4450,37.77834199218565,-120.79349107130136
4492,35.51209934398894,-120.08467109389868
4493,37.90058352314524,-121.59741754893146
4496,35.73145290726804,-119.78698547627016
4497,39.50142539009328,-121.6508086761112
4502,38.54544290714946,-121.75062381523712
4516,39.49135561524555,-122.27729507183577
4518,35.95631613524987,-119.35776446468483
4542,36.97466060548363,-120.12149221901336
4558,39.975884461014765,-120.05839207358518
4568,38.58144304463203,-121.13041983216448
4574,40.50140007146695,-122.56114267072834
4576,37.73007720004712,-122.1537634886234
4600,35.586382783136486,-120.29686408612844
4609,38.09057191608344,-121.68694038538808
4624,37.57162636367992,-121.98099263644328
4633,37.38142735634176,-119.60983250277482
4636,40.818415766783744,-120.567300473397
4638,35.872953746445944,-119.107938147653
4668,33.87771458300512,-115.25135602071904
4683,36.812688588999634,-121.28064601061205
4695,37.44451121777293,-120.87027120377516
4698,38.92439663328755,-121.55969898331249
4702,34.54272100424192,-118.05896631703816
4715,35.4961115436142,-119.03994498819723
4761,38.2040897018528,-120.792512950429
4770,39.0762660419778,-123.5039779866987
4777,32.89654367009786,-115.5355527133522
4781,36.05458486520472,-119.14559128190244
4790,37.02781556362444,-119.11167345049374
4835,41.92187827739205,-120.32547419829883
4841,34.691784521745205,-120.28719119209562
4842,40.77729860686664,-123.30732731064458
4872,39.12422815108008,-122.07872199499498
4876,34.46277049150651,-120.05804048469297
4891,35.88787258410647,-119.2681728249418
4918,36.18898661343608,-120.70604443942048
4930,38.755090201220185,-123.52592159898164
4968,37.81131073907639,-121.85799756310487
4981,37.86384751368484,-120.214486211877
4989,37.074507197508645,-120.81771063956953
4994,40.43632347122892,-123.52408002018068
4997,37.54903920001027,-121.57164572892036
5000,37.18908954101831,-119.20321682268504
5026,39.1018845805494,-123.57577536439092
5048,35.502529111673624,-119.75679987147164
5066,36.77837088631628,-120.6130673915616
5092,34.71112037158442,-120.470594307664
5103,36.25271278717295,-118.74584627675344
5114,39.92651605789725,-121.06931506898154
5115,34.77182080417796,-118.3255490667659
5127,40.57932463448951,-123.2550239967932
5157,32.785140736991146,-115.55003163374876
5166,39.58310620319441,-122.21181592257317
5209,36.576079779230746,-118.05711221745872
5213,33.990326274997344,-117.22218616868204
5230,33.48741446247358,-117.22687089674072
5245,35.98914998034605,-119.07143760957524
5295,35.391938276367846,-120.0943029873261
5315,37.89859588788276,-121.73117188982133
5331,34.168768980574605,-114.6165298814099
5340,35.12282206201733,-118.20191990828312
5349,38.99517949202437,-120.63318652230728
5360,38.75611221317028,-120.86279371415196
5367,38.68761891096377,-120.99292448598383
5371,34.71944308255215,-117.9344032863807
5384,39.18663874975992,-121.8155526668748
5392,38.52526732992358,-121.36934654612662
5414,35.39772508322178,-119.65533682917096
5415,39.023630495574096,-120.87456031990452
5420,32.89077232537109,-116.89137553568054
5425,40.83874928890162,-123.1273764247104
5436,37.36457388833248,-119.96477294483088
5440,34.47346377720503,-118.11562077004572
5445,34.40744134957171,-118.72233155055734
5455,35.731126022008624,-119.8436199672912
5471,38.79554934549217,-122.03855790765776
5533,34.66922333017201,-119.3405324912685
5568,33.90539625997075,-117.34668520345411
5573,40.45780626976724,-124.03814135868318
5591,34.411452640406864,-118.90428578857444
5598,34.16569606596537,-117.50582025259212
5602,38.90821110330063,-123.23696056447974
5644,32.709466601204674,-115.08248528701246
5651,34.145117976220895,-118.05006776552403
5657,36.39630183262298,-119.92772510208157
5663,40.38414147983868,-122.29968195692068
5703,39.40665186966272,-121.43753424739248
5706,33.710762953479886,-116.24171440806204
5714,39.90943736929105,-120.8033178730601
5737,39.4467137876887,-121.30653331276037
5749,34.128320705928644,-116.31941415355476
5753,34.81247881174648,-116.6048131753087
5766,34.415975955077904,-119.16318429788345
5773,35.317808434501075,-119.69164414870076
5786,37.98590323473405,-122.06827947040954
5839,38.63946557823597,-121.50449118682909
5842,35.57483601158464,-117.7130977870653
5848,35.226710970810444,-118.04940968419444
5855,32.84739414293411,-115.49126680668856
5886,32.7678999753688,-116.28263833240204
5902,38.84195079914928,-122.20217453447464
5904,34.85321804767341,-116.89229564510896
5929,36.727154698658445,-121.27122099823195
5948,38.27075886490821,-121.18975713445238
5974,35.18351902145483,-118.07809008551204
5979,32.84744277618337,-116.4477386911256
6007,38.5255396557717,-122.0191779247228
6054,36.848002723446,-119.70880588153948
6098,33.267961845765726,-116.82192665207197
6121,33.64740341031412,-117.72836095051196
6124,34.615766893571745,-119.33001031449164
6144,33.481370628498354,-117.70385199137714
6148,36.74720501793495,-121.70098105348818
6151,35.733953848941475,-118.70993180558746
6160,32.81129642702884,-115.53572710588966
6200,36.67800772934886,-119.20886099021558
6219,33.32760641656159,-117.16632994640467
6224,39.81339255992784,-122.99511024164576
6226,35.52990541496028,-119.1020922780224
6291,38.348193681690354,-119.90734869440408
6299,35.34025871927047,-119.37690666264548
6302,34.8644498431145,-120.27759477443328
6318,33.25018905209247,-117.29823890267672
6323,38.97153008374384,-122.86259021637608
6342,34.19321600630929,-118.92997485018238
6354,40.14822754799494,-122.14487558749342
6385,37.09901109529149,-121.02201204971898
6387,36.25325627872388,-119.10634310768538
6441,34.47812216472181,-114.41085300139932
6452,36.32000425381479,-121.28436471344835
6458,38.41581707495583,-121.68144449400202
6463,41.56135914650738,-122.81707487453647
6490,39.37697061333368,-123.68701048181038
6518,37.083583670335855,-120.4515384432238
6560,38.35745262070146,-122.82003408079578
6563,35.720319380083005,-120.27506780226608
6565,35.89034385787168,-117.34693357603167
6570,36.43311688632793,-120.39434882834192
6591,38.5915052967454,-121.48958559976032
6600,38.13654689827239,-122.47203513567167
6650,39.345513462956994,-121.44693065325986
6679,33.96715721215531,-118.37873765056386
6717,38.89847550424562,-122.2401079110105
6722,35.73969617001892,-120.87180281038452
6737,37.70146295192997,-121.74608953146378
6739,37.52108845339835,-120.71248791084676
6752,39.751666010582575,-120.3713690786063
6757,40.47812701014762,-123.77521305370436
6772,38.77269950882921,-119.78603081890247
6775,37.662328469567456,-122.42860734036246
6781,38.48754336509371,-121.68638497930888
6785,36.18830410143426,-118.79508636319088
6807,40.31981577173647,-120.99424766288388
6808,37.11292419118673,-120.1658806330529
6843,37.860045625792,-119.43571740311089
6851,38.945234903035896,-121.58774306770296
6866,34.31329128246302,-117.48675031545396
6870,40.39983419687512,-120.58245940738524
6876,38.85463732164576,-121.08035260134056
6880,39.03175800552777,-120.7851166584144
6921,41.35581703621773,-123.40877048602428
6936,39.865991733544966,-122.3412878591384
6955,36.03994748552662,-119.25041409859315
6967,33.88286867313916,-118.29458385132344
6987,35.33435941690893,-119.160468423013
6997,33.78265339998506,-117.30523284810918
7015,36.50462205024995,-119.36771870177576
7039,37.63009805501924,-121.86057460021613
7054,36.28660147680374,-119.56514935282632
7090,33.27894944468392,-116.37512551181396
7111,39.2649092244973,-121.5706558825831
7168,34.99616110977443,-117.53439877731424
7179,35.420277892488514,-120.47720637711706
7189,36.09730200587043,-119.90845670189162
7196,36.1600809474384,-118.68698463556372
7207,35.389110683952616,-117.81427710339352
7215,34.138802563109586,-117.66852860400655
7220,37.70483949800047,-122.17898764993808
7223,38.37909856747828,-122.96793128595388
7236,36.66860201278641,-121.64788260570592
7239,36.50151093135215,-119.54101521295038
7241,38.76459244104584,-121.29974892499824
7250,38.03607492804085,-122.19503958963658
7264,34.36656852705052,-117.23602049518207
7268,38.88369512055716,-122.6665033693885
7315,36.86686243609334,-120.32736821119856
7324,32.980327696540506,-115.1529373623656
7338,36.92301812193749,-119.9247313054144
7346,35.02577101146798,-117.34521630193824
7370,38.29707453976639,-120.5037110783648
7374,34.372783213549425,-117.2975501046812
7387,35.72428583981641,-119.43710603038924
7475,34.01446807687068,-118.34706557167571
7485,36.25761792656267,-121.29374720537332
7561,33.675005022764964,-117.38053900554011
7602,35.35435785976643,-118.92605758944995
7611,35.74218966823154,-120.24758368690873
7631,37.35646845770388,-118.31344459652576
7689,41.0958974137333,-124.15195128659332
7691,38.02540303904245,-122.66481976118956
7754,33.28474939100106,-117.01243869839344
7761,35.874846899670715,-120.56769039977092
7789,37.1417407422918,-120.40924713007902
7801,39.87907112167564,-121.22324772676704
7806,34.18837227605707,-116.38705374901538
7823,37.189997387488425,-121.7980856831307
7843,39.79475100617617,-122.21218018407578
7865,35.54887531433516,-120.87808733980356
7873,41.15604759028445,-122.29363647584624
7889,36.98601727618005,-120.68091712494056
7906,33.58161524980679,-117.30035389230468
7917,38.71685827948981,-123.36517398227372
7972,37.93129027033203,-122.73339140232837
7977,40.638996402060286,-120.65594686034215
8002,33.64824362299208,-117.59947638663228
8017,35.551328539673186,-119.40301268899933
8032,38.23025010293816,-122.12563747368722
8035,32.7742192382168,-115.51790834394474
8114,41.610889563511066,-120.18159178102847
8141,38.93614083520367,-119.96031313203837
8161,36.53075301900988,-118.0451534904564
8179,38.31267800299027,-122.10467006604324
8180,38.29905930805787,-122.95063592210148
8215,37.87375438159573,-122.09266442732326
8221,38.07437639383778,-122.91407725114652
8225,35.174650977694874,-118.0850232075098
8232,34.00419389502552,-117.2953859361552
8237,40.89075092254934,-124.04010150156265
8241,37.91505178995877,-122.08169816887047
8255,37.12676866667158,-120.03975042565769
8268,36.73441647718782,-120.2984629213315
8270,38.640618348342464,-120.54014827731724
8289,38.88284131097022,-123.2163896472013
8313,36.49248702447839,-119.11193037786944
8314,33.88914002961626,-117.30094133562346
8321,38.370335913236566,-122.25734444944288
8327,36.13090785126079,-119.01954604848
8336,38.3726504392274,-121.29958655996616
8348,37.92037036625557,-121.49736551444478
8350,37.66722531302919,-119.80546135871268
8408,41.5022635529792,-121.15859130737152
8425,40.83372701849173,-122.87586897057297
8494,33.54564615406582,-117.15986214541203
8496,35.54346044383855,-119.37802697877528
8503,34.699974966173414,-120.42410230555952
8523,36.08925989053572,-119.39367197148825
8555,35.88619629602634,-116.1140672656689
8608,36.57622322846414,-121.58803564163028
8614,32.81104096308539,-116.9637763035036
8632,34.7267526356653,-116.13584952644004
8638,34.46469500700003,-117.73236741724983
8639,39.577787711806295,-121.29889240327311
8654,35.281355269673575,-119.03874853113771
8668,39.23590668379607,-121.05780977868876
8673,33.673166565142694,-117.39404716521668
8676,34.03494365733148,-117.53298826207735
8707,36.157259709100416,-119.64582370858705
8713,39.6635720841276,-121.58304175441404
8741,36.41022490591902,-120.964821399261
8746,39.53883186390991,-122.20169723521802
8749,37.74491346302547,-121.53153588880588
8792,34.80458606165351,-118.37084664827694
8810,34.237390409204814,-119.25659954464588
8837,38.763917953502805,-122.02571110064784
8851,40.59930033832664,-122.83043755467304
8871,34.00775321876448,-117.531157246268
8878,34.5130889124833,-120.22174414507435
8885,37.862918055783545,-121.85374780101266
8890,41.75203188486531,-122.06531637410006
8907,33.711489428262595,-114.53934620771378
8912,41.37378570573655,-123.41854869518907
8936,36.96455098079426,-119.49821893147224
8942,41.45691957475373,-120.38879756256271
8954,37.85511002882182,-120.63611732260456
8959,35.4658791523125,-119.2287618619103
8975,39.02538379120156,-121.64598021032964
8983,36.99994744423111,-121.90641189156617
8989,38.69482709947853,-122.11908127902778
8992,40.67844875925448,-124.1097288434171
9022,37.26548147982568,-120.40700258904312
9031,34.214917350259434,-116.74842777682984
9067,35.067651914176324,-119.00833967172088
9101,39.7968695683476,-121.9099632039138
9118,41.88508518273081,-124.20971512872885
9153,35.41560113280582,-120.79706380294142
9161,34.03402903851418,-120.39368604184884
9164,41.57528039714932,-121.93141948648024
9166,37.63136241661466,-121.03567129670397
9178,33.6974669251962,-115.2937468472744
9182,35.84744980063728,-120.65722354723472
9192,33.96772907710621,-118.19628543843984
9193,34.07912992136504,-117.54952000245008
9195,40.34957626521756,-124.01852826433296
9221,33.90962741098,-120.07693717325868
9225,38.75673428717466,-121.76941791436272
9228,34.17805523330955,-117.38552616522855
9248,33.687619172709454,-117.22325142337036
9293,36.007733606638226,-119.33509094163442
9359,36.82233162929677,-120.00524837869666
9377,36.208290334598914,-120.1054405271636
9405,38.305101156252974,-122.1234789830214
9409,41.10581303985663,-121.1690348106373
9413,33.52053834479508,-115.91330383475083
9423,38.79021707259089,-120.40655221653444
9496,37.80932430553332,-120.66520667071632
9510,37.35427331824579,-121.03963535600262
9518,36.223547787377214,-117.98100055950066
9522,35.62755569293473,-120.78665738810176
9524,33.28543528989359,-117.1894816619904
9532,38.44609573986179,-120.68636872233994
9533,36.927506805378506,-120.48886176127648
9559,38.78610223452468,-119.80184387711236
9597,36.41806635193527,-120.11734504532178
9642,37.44572059182446,-122.2193053297043
9659,33.535659375201945,-117.35041174571307
9675,36.77317343046589,-119.6884878151814
9682,40.14942451245874,-120.80298364927296
9687,35.39713413596684,-118.944845075931
9695,33.38225837894159,-118.4708737377239
9734,35.26201610906092,-118.6205359805895
9754,38.60689889669221,-121.51225414682852
9758,39.14632182537298,-123.68659507254507
9767,39.72853937486078,-122.09780559216462
9777,39.10002639949779,-121.47805868445865
9787,38.50582029366687,-122.00514747450433
9810,34.88765518213527,-115.09868431045136
9831,33.759072757472325,-115.34597548524276
9845,33.57391527563067,-114.67398697313644
9846,35.44202788975833,-119.3568910190608
9861,35.03097613422435,-118.89340025839708
9882,33.333116392920566,-116.93839850569988
9897,34.15041776727241,-117.93556485517284
9915,39.11323995424955,-120.2224776299185
9930,37.76066117124636,-120.93102204301634
9947,34.587301511708034,-117.81398998376764
9954,39.81534447380123,-122.38813431400196
9962,41.66031364745832,-122.624821042047
9965,36.52626382448744,-121.4682460657604
9981,32.87932274880687,-116.64037569027047
10023,36.833593521641454,-120.0063683787855
10036,39.32609100583736,-121.79849895501783
10078,35.021994425758315,-116.50011095142052
10079,33.7763472859596,-118.11149994640006
10088,35.956764022120744,-120.47638741192804
10089,39.153512995398366,-122.56920686851429
10097,33.91209578797197,-116.75452226934368
10111,38.31859517961103,-121.00104246795968
10115,35.56782122929379,-119.4740729359754
10120,36.52220329794802,-119.66494815612204
10159,34.374656240992714,-119.03664460864746
10162,35.092838366526784,-118.88751601854716
10239,38.85736651849701,-123.50454746844724
10250,33.74308883620232,-117.82906109842332
10312,36.08526018142814,-118.53449514055548
10329,40.45223766851244,-123.50728874889803
10346,37.26204919172229,-119.5358190376798
10347,34.44429669301536,-117.5082163825923
10353,34.50695065294333,-117.49715030469406
10385,36.64826447847575,-119.90762688861884
10393,40.85889316357278,-121.85280108055606
10457,41.17722485814087,-122.1176265602311
10461,38.388915372127855,-122.71407255408216
10474,32.96093735310463,-116.51046403364282
10498,39.32182219440339,-123.10745030535487
10508,41.754139376763824,-120.4536655714095
10517,41.58121176679461,-122.50125432725451
10519,33.77133104732548,-118.03796133880792
10559,41.43350470469632,-122.47982692180996
10575,36.38496561573318,-119.21114424684242
10609,39.42579579517382,-123.80397057876226
10632,34.18659604959202,-116.05370847822982
10633,35.529244324983985,-119.26310435046628
10644,36.69995710139545,-119.07307713502372
10653,39.978884615568994,-122.16463035289442
10667,35.00220141071694,-120.52655265142585
10684,36.42955268945692,-120.12755483419956
10686,32.8219067389421,-115.39194175834508
10705,38.02015652082945,-122.54720523769456
10709,39.69195562541692,-120.5140537763516
10720,35.36523340089704,-119.64527635333134
10758,39.644797954294205,-121.1387365754274
10775,34.690040784170165,-117.89040931141618
10819,34.30000502698943,-116.80095243772205
10829,33.91856658539969,-118.1783587834924
10834,38.76148069703697,-121.52530142833888
10856,39.10166530134787,-122.75576993260334
10874,35.5135971691129,-117.60985574705252
10887,34.03801226844017,-118.86733788351523
10914,37.23370155673824,-119.16478619039964
10924,40.82525503774097,-121.95312862521054
10935,36.48697352583508,-120.44061491891836
10962,36.7963780909872,-119.92334376764356
10972,36.85854877259981,-120.08080370445605
10979,37.85937824510157,-121.65807800869229
10984,38.20171785269552,-121.31783882197688
11001,41.3027821997248,-122.0400136381164
11016,35.66084577014864,-118.74731354143502
11026,38.65830720685923,-121.49668020801138
11041,34.28906639232594,-118.3739420545154
11062,34.46943222806218,-117.40830313739366
11075,33.99693061225235,-118.09207519107784
11088,36.43096206232906,-119.66843877017403
11100,41.17681637787214,-120.94268548301828
11103,37.242037089268486,-122.15421544466268
11112,36.35286907676253,-120.77754423057762
11144,37.76350826111672,-122.40745731955428
11149,37.684640653549685,-120.1198133438362
11163,37.61336376034916,-122.47168126889436
11184,36.13778490784274,-119.92446691273511
11206,36.8358270622316,-121.3686724329866
11232,39.41508627131649,-121.51242301086116
11242,39.06492606934421,-122.63339909957296
11246,40.20423872838785,-123.29030148664994
11265,37.798899426783976,-121.91117536989805
11280,39.10630372345796,-120.39893776445552
11290,41.22649141922896,-123.25642926824938
11310,33.95872481439549,-116.59770914578148
11324,33.09975760832815,-117.05554244945075
11413,37.24743862152627,-120.19813185961138
